Company,Title,States,Date Issued,Recall Reason,Recall Status,Recall Classification
Wegmans Food Markets,Wegmans Food Markets Retira Productos De Pollo Producidos Sin El Beneficio De Una Inspeccin Federal,"Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Virginia",,Produced Without Benefit of Inspection,Closed Recall,Class I
Comeaux&#039;s Inc,Comeaux&#039;s Inc. Recalls Pork Products Due To Possible Listeria Contamination,Louisiana,2020-09-01,Product Contamination,Closed Recall,Class I
Comeaux&#039;s Inc,Comeaux&amp;rsquo;s Inc. Retira Productos De Cerdo Debido A Posible Riesgo De Contaminacin Con Listeria,Louisiana,,Product Contamination,Closed Recall,Class I
Silva Sausage Co.,"Neto&#039;s Sausage Co., Inc. Recalls Meat and Poultry Products Produced Without Benefit of Inspection",,,Produced Without Benefit of Inspection,Closed Recall,Class I
Silva Sausage Co.,"Neto&amp;rsquo;s Sausage Co., Inc S Retira Productos De Carne Y Pollo Producidos Sin El Beneficio De Una Inspeccin Federal",,,Produced Without Benefit of Inspection,Closed Recall,Class I
SAN Meat Packing Inc.,Snapp&#039;s Ferry Packing Company Recalls Beef Product Due To Possible E. Coli O157:H7 Contamination,,,Product Contamination,Closed Recall,Class I
SAN Meat Packing Inc.,Snapp&amp;rsquo;s Ferry Packing Company Retira Del Mercado Productos De Carne Debido A Posible Contaminacin Con E. Coli O157:H7,,,Product Contamination,Closed Recall,Class I
Kayem Foods Inc.,Kayem Foods Inc. Recalls Chicken Sausage Products Due To Misbranding,,,Misbranding,Closed Recall,Class II
Kayem Foods Inc.,Kayem Food Inc.  Retira Productos De Salchicha De Pollo Debido A Un Error De Rotulacin,,,Misbranding,Closed Recall,Class II
,"Home Maid Ravioli Company, Inc. Recalls Beef Ravioli Products Due to Misbranding and Undeclared Allergens and Produced Without Benefit of Inspection",California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"Home Maid Ravioli Company, Inc. Retira Productos De Ravioli Rellenos De Carne  Debido A Un Error De Rotulacin Los Cuales Fueron Producidos Sin El Beneficio De Una Inspeccin Federal",California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"Pinnacle Foods, Inc. Recalls Chili Products Due To Misbranding",,2021-05-14,Misbranding,Closed Recall,Class III
,"Pinnacle Foods, Inc. Retira Productos De Chili Debido A Un Error De Rotulacin",,,Misbranding,Closed Recall,Class III
"Berks Packing Co., Inc.",Berks Packing Co. Recalls Beef Products  Due to Misbranding,"Delaware, Maryland, New Jersey, New York, Pennsylvania, Virginia, West Virginia",2020-09-01,Misbranding,Closed Recall,Class II
,Whole Foods Recalls Frozen Pizza Products Due to Misbranding,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",,Misbranding,Closed Recall,Class II
,The Noble Spoon Recalls Chicken and Beef Products Produced Without Benefit of Inspection,California,2020-09-01,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Home Maid Ravioli Company, Inc. Recalls Meat and Poultry Ravioli and Pasta Products Produced Without Benefit of Inspection and Due to Misbranding and Undeclared Allergens",California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Marin Pasta Works Recalls Pork Products Produced Without Benefit of Inspection,California,2020-09-01,Produced Without Benefit of Inspection,Closed Recall,Class I
,Marin Pasta Works Retira Productos De Cerdo Producidos Sin El Beneficio De Una Inspeccin Federal,California,2020-09-01,Produced Without Benefit of Inspection,Closed Recall,Class I
La Montagne Holdings LLC,"Vosges, LTD Recalls Uncured Bacon Ganache Chocolate Products Due to Misbranding and Undeclared Allergens","Florida, Georgia, North Carolina, South Carolina",2020-09-01,"Misbranding, Unreported Allergens",Closed Recall,Class I
"McCain Foods USA, Inc.","McCain Foods USA, Inc. Recalls Pork Products Due To Possible Foreign Matter Contamination","Arkansas, Florida, Illinois, Indiana, Iowa, Kansas, Maine, Ohio, Oklahoma, Tennessee, Texas, Utah",2020-09-01,Product Contamination,Closed Recall,Class I
"McCain Foods USA, Inc.","McCain Foods USA, Inc. Retira Productos De Carne De Cerdo Por Posible Adulteracin Con Material Extrao","Arkansas, Florida, Illinois, Indiana, Iowa, Kansas, Maine, Ohio, Oklahoma, Tennessee, Texas, Utah",2020-09-01,Product Contamination,Closed Recall,Class I
Hormel Foods Corporation,Hormel Foods Corporation Recalls Beef Products Due To Possible Foreign Matter Contamination,"Louisiana, Texas",2020-09-01,Product Contamination,Closed Recall,Class II
Hormel Foods Corporation,Hormel Foods Corporation Retira Productos De Carne De Res Debido A Una Posible Contaminacin Con Material Extrao,"Louisiana, Texas",2020-09-01,Product Contamination,Closed Recall,Class II
,Canyon Creek Soup Co. Recalls Beef Products Produced Without Benefit Of Import Inspection,California,2020-09-01,Produced Without Benefit of Inspection,Closed Recall,Class I
,Canyon Creek Soup Co. Retira Productos De Carne De Res Producidos Sin El Beneficio De Una Inspeccin De Importacin,California,2020-09-01,Produced Without Benefit of Inspection,Closed Recall,Class I
"Flying Food Group, LLC","Flying Food Group, LLC Recalls Ready-To-Eat Wraps Due to Adulteration, Misbranding, and Undeclared Allergens","Oklahoma, Texas",2020-09-01,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Flying Food Group, LLC","Flying Food Group, LLC Retira Productos Listos Para Comer Por Posible Adulteracin, Un Error En Rotulacin Y Alrgenos No Declarados","Oklahoma, Texas",2020-09-01,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Sandridge - PA, LLC","Winter Gardens Quality Foods, Inc. Recalls Chicken Salad Products Due to Possible Foreign Matter Contamination",Pennsylvania,2020-09-01,Product Contamination,Closed Recall,Class II
"Sandridge - PA, LLC","Winter Gardens Quality Foods, Inc.  Retira Productos De Enslada De Pollo Por Posible Adulteracin Con Material Extrao",Pennsylvania,2020-09-01,Product Contamination,Closed Recall,Class II
Ajinomoto Windsor Inc.,Recall Notification Report 020-2016 (Pork Products ),,2020-09-01,Misbranding,Closed Recall,Class III
Ajinomoto Windsor Inc.,Reporte de Notificacin de Retirada (Productos de Cerdo),,2020-09-01,Misbranding,Closed Recall,Class III
Carlotta&#039;s Kitchen LLC,Namias of Arizona Recalls Chicken Products Due To Misbranding and Undeclared Allergens,"Arizona, Nevada",,"Misbranding, Unreported Allergens",Closed Recall,Class II
Carlotta&#039;s Kitchen LLC,Namias Of Arizona Retira Productos De Pollo Por Un Error De Rotulacin Y Alrgenos No Declarados,"Arizona, Nevada",,"Misbranding, Unreported Allergens",Closed Recall,Class II
"U.F.S. Industries, Inc.",Sally Sherman Foods Firm Recalls Chicken Salad Products Due to Possible Listeria Contamination,"Maryland, New Jersey, New York, Pennsylvania, Virginia",,Product Contamination,Closed Recall,Class I
Perdue Foods LLC,"Perdue Foods LLC, Recalls Chicken Nugget Products Due To Possible Foreign Matter Contamination","Florida, Georgia, Indiana, Massachusetts, New York, Pennsylvania, Texas",,Product Contamination,Closed Recall,Class I
Perdue Foods LLC,"Perdue Foods LLC, Retira Productos De Trozos De Pollo Empanado Por Posible Contaminacin Con Material Extrao","Florida, Georgia, Indiana, Massachusetts, New York, Pennsylvania, Texas",,Product Contamination,Closed Recall,Class I
"Nestle USA, Inc.",Nestle USA Inc. Recalls Chicken Pizza And Chicken Lasagna Products Due To Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
"Nestle USA, Inc.",Nestle USA Inc. Retira Productos De Pizza Con Pollo Y Lasaa Con Pollo Por Posible Contaminacin Con Material Extrao,,,Product Contamination,Closed Recall,Class I
,"Freshology, Inc. Recalls Chicken Salad Products Due to Misbranding and Undeclared Allergen",California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Ukrop&#039;s Homestyle Foods,"Ukrop&#039;s Homestyle Foods Recalls Ready-To-Eat Turkey, Pork, And Beef Products Due To Possible Foreign Matter Contamination","North Carolina, Virginia, West Virginia",,Product Contamination,Closed Recall,Class I
Ukrop&#039;s Homestyle Foods,"Ukrop&amp;rsquo;s Homestyle Foods Retira Productos De Pavo, Cerdo Y Res Listos Para Comer Por Posible Contaminacin De Material  Extrao","North Carolina, Virginia, West Virginia",,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corp. Recalls Poultry Products Due To Possible Foreign Matter Contamination,"Arizona, California, Colorado, Florida, Georgia, Kansas, Kentucky, Nebraska, North Carolina, Oklahoma, Tennessee, Texas, Utah",,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&amp;rsquo;s Pride Corp. Retira Productos De Pollo Por Posible Contaminacin De Material Extrao,"Arizona, California, Colorado, Florida, Georgia, Kansas, Kentucky, Nebraska, North Carolina, Oklahoma, Tennessee, Texas, Utah",,Product Contamination,Closed Recall,Class I
,Perfect Fit Meals Recalls Poultry Products Due to Misbranding and Undeclared Allergen,Texas,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Perfect Fit Meals Retira Productos De Pollo Y Pavo Por Error De Rotulacin Y Alergenos No Declarados,Texas,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Mountain Products Inc.,Mountain Products Inc. Recalls Pork Products Due to Misbranding and Undeclared Allergens,"California, New York",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Mountain Products Inc.,Mountain Products Inc. Retira Productos De Carne De Cerdo Por Error De Rotulacin Y Alergenos No Declarados,"California, New York",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Meating Place   Lorigo&#039;s Meating Place Inc.,Meating Place Recalls Beef Product Due to Possible E. Coli O157:H7 Contamination,,,Product Contamination,Closed Recall,Class I
"AdvancePierre Foods, Inc.",Advancepierre Foods Recalls Pork Products Due to Misbranding and Undeclared Allergen,"Illinois, Iowa, Kentucky, Ohio",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"AdvancePierre Foods, Inc.",Advancepierre Foods Retira Productos De Carne De Cerdo Por Error De Rotulacin Y Alergeno No Declarado,"Illinois, Iowa, Kentucky, Ohio",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corp. Recalls Poultry Products Due To Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&amp;rsquo;s Pride Corp. Expande Retirada Del Mercado De Productos De Pollo Debido A Una Posible Contaminacin Con Material Extrao,,,Product Contamination,Closed Recall,Class I
,"Greencore USA Recalls Meat, Poultry Products Produced Without Benefit of Inspection","Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",,Produced Without Benefit of Inspection,Closed Recall,Class I
,Greencore USA Retira Productos de Carne De Res Y Pollo Producidos Sin El Beneficio De Una Inspeccion Federal,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",,Produced Without Benefit of Inspection,Closed Recall,Class I
Foster Farms,Foster Poultry Farms Recalls Poultry Products Due To Possible Foreign Materials Contamination,"Alaska, Arizona, California, Utah, Washington",,Product Contamination,Closed Recall,Class I
Foster Farms,Foster Poultry Farms Retira Productos De Aves Por Posible Contaminacin Con Material Extrao,"Alaska, Arizona, California, Utah, Washington",,Product Contamination,Closed Recall,Class I
Ghiringhelli Brothers,Ghiringhelli Specialty Foods Firm Recalls Trader Joe&#039;s Broccoli Slaw &amp; Kale Salad With White Meat Chicken Products Due To Possible Listeria Contamination,"Arizona, California, Nevada, Utah",,Product Contamination,Closed Recall,Class I
Ghiringhelli Brothers,Ghiringhelli Specialty Foods Retira Productos De Ensalada De Brcoli  Y Ensalada De Col Rizada Con Carne De Pollo Blanca De Trader Joe&amp;rsquo;s Por Posible Contaminacin De Listeria,"Arizona, California, Nevada, Utah",,Product Contamination,Closed Recall,Class I
Michael Angelo&#039;s Gourmet Foods Inc.,"Michael Angelo&#039;s Gourmet Foods, Inc. Recalls Vegetable Lasagna Products Due To Misbranding And Undeclared Allergens",Indiana,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Michael Angelo&#039;s Gourmet Foods Inc.,"Michael Angelo&#039;s Gourmet Foods, Inc. Retira Productos De Lasaa De Vegetales Por Error De Rotulacin Y Alrgenos No Declarados",Indiana,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"The Grey Plume Provisions, LLC Recalls Charcuterie Meat Products Produced Without Benefit Of Inspection","Iowa, Nebraska",,Produced Without Benefit of Inspection,Closed Recall,Class I
,"The Grey Plume Provisions, LLC Retira Productos De Carne De Charcutera Producidos Sin El Beneficio De Inspeccin","Iowa, Nebraska",,Produced Without Benefit of Inspection,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corp. Recalls Poultry Products Due To Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&amp;rsquo;s Pride Corp. Retira Del Mercado Productos De Pollo Debido A Una Posible Contaminacin Con Material Extrao,,,Product Contamination,Closed Recall,Class I
La Autentica Foods LLC,"La Autentica Foods, LLC Firm Recalls Meat Tamale Products Due To Possible Listeria Contamination","Florida, New Jersey",,Product Contamination,Closed Recall,Class I
La Autentica Foods LLC,"La Autentica Foods, LLC Retira Del Mercado Productos De Tamales De Carne Debido A Una Posible Contaminacin Con Listeria","Florida, New Jersey",,Product Contamination,Closed Recall,Class I
King&#039;s Quality Meats LLC,Washington Firm Recalls Beef Jerky Products That May Be Undercooked,"Idaho, Washington",,Processing Defect,Closed Recall,Class I
King&#039;s Quality Meats LLC,Firma En Washington Retira Productos De Carne Seca De Res Los Cuales Podrian Estar A Medio Cocer,"Idaho, Washington",,Processing Defect,Closed Recall,Class I
Garland Ventures LTD,Garland Ventures LTD Recalls Poultry Products Due to Possible Listeria Contamination,"Colorado, Georgia, Missouri, Utah",,Product Contamination,Closed Recall,Class I
Garland Ventures LTD,"Garland Ventures, Ltd. Retira Del Mercado Productos Arroz Frito Con Pollo Debido A Una Posible Contaminacin Con Listeria","Colorado, Georgia, Missouri, Utah",,Product Contamination,Closed Recall,Class I
Ajinomoto Windsor Inc.,"Ajinomoto Windsor, Inc. Recalls Meat and Poultry Products Due to Possible Listeria Contamination",,,Product Contamination,Closed Recall,Class I
Ajinomoto Windsor Inc.,"Ajinomoto Windsor, Inc. Retira Del Mercado Productos De Carne Y Aves Debido A Una Posible Contaminacin Con Listeria",,,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corp. Expands Recall of Poultry Products Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&amp;rsquo;S Pride Corp. Expande Retirada Del Mercado De Productos De Pollo Debido A Una Posible Contaminacin Con Material Extrao,,,Product Contamination,Closed Recall,Class I
Taylor Farms Southwest Inc.,Papa John&#039;s Salads and Produce Recalls Ready-To-Eat Salad with Chicken Products Due To Possible Listeria Contamination,"Colorado, Idaho, Minnesota, Montana, Nebraska, New Mexico, South Dakota, Wyoming",,Product Contamination,Closed Recall,Class I
"ConAgra Brands, Inc.","Conagra Foods Packaged Foods, LLC Recalls Two Beef Products Due To Misbranding and an Undeclared Allergen",,,"Misbranding, Unreported Allergens",Closed Recall,Class II
,Recall Notification Report 041-2016 (Pork Dumpling Products),"Connecticut, Maryland, New Jersey, New York, Ohio, Pennsylvania",2021-05-14,Misbranding,Closed Recall,Class III
,Reporte De Notificacion De Retirada 041-2016 (Masa Hervida Rellena de Cerdo),"Connecticut, Maryland, New Jersey, New York, Ohio, Pennsylvania",,Misbranding,Closed Recall,Class III
"Taylor Farms Florida, Inc.",Taylor Farms Florida Inc. Recalls Salads Containing Chicken Due To Misbranding and Undeclared Allergens,Florida,,"Misbranding, Unreported Allergens",Closed Recall,Class II
"Burger&#039;s Ozark Country Cured Hams, Inc.",Recall Notification Report 045-2016 (Pulled Pork Products),Missouri,2021-05-14,Mislabeling,Closed Recall,Class III
"Burger&#039;s Ozark Country Cured Hams, Inc.",Reporte De Notificacion De Retirada 045-2016,Missouri,,Mislabeling,Closed Recall,Class III
"Butterfield Foods, LLC","Butterfield Foods, LLC. Recalls Broccoli Salad Kit Products Due To Possible Listeria Contamination","Indiana, Ohio",,Product Contamination,Closed Recall,Class I
"Butterfield Foods, LLC","Butterfield Foods, LLC. Retira Del Mercado Productos De &amp;ldquo;Kit&amp;rdquo; De Ensalada Debido A Una Posible Contaminacin Con Listeria","Indiana, Ohio",,Product Contamination,Closed Recall,Class I
,Solomon Snacks and Bakery Recalls Meat Pie Products Produced Without Benefit of Inspection and Due To Misbranding and Undeclared Allergens,"Illinois, Minnesota",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Solomon Snacks And Bakery Retira Del Mercado Productos De Pastel De Carne Producidos Sin El Beneficio De Una Inspeccion Federal Y Debido A Un Error De Rotulacin Y A Alrgenos No Declarados,"Illinois, Minnesota",,"Misbranding, Unreported Allergens",Closed Recall,Class I
G&amp;M Co.,G &amp; M Co. Recalls Beef Products Due To Possible E. Coli O157:H7 Contamination,"New Jersey, New York",,Product Contamination,Closed Recall,Class I
,Asian Jade Customs Brokerage Recalls Sausage Products Distributed Without Benefit of Import Inspection,"New Jersey, New York",,Import Violation,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,GNP Company Recalls Chicken Products Due To Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Red Bowl Food Corporation,Red Bowl Food Corporation Recalls Wonton and Dumpling Products Due To Misbranding and Undeclared Allergens,"New Jersey, New York",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"U.S. Cado Holdings, Inc. Recalls Imported Siluriformes Fish Products Distributed Without Meeting FSIS Requirements","Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",,Import Violation,Closed Recall,Class I
,"U.S. Cado Holdings, Inc. Retira  Productos Importados de Pescado Siluriformes Distribuidos Sin Cumplir Con Los Requisitos de FSIS","Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",,Import Violation,Closed Recall,Class I
,"U.S. Cado Holdings, Inc. Recalls Imported Siluriformes Fish Products Distributed Without Meeting FSIS Requirements","Louisiana, Mississippi, Texas, Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",,Import Violation,Closed Recall,Class I
,"U.S. Cado Holdings, Inc. Retira  Productos Importados de Pescado Siluriformes Distribuidos Sin Cumplir Con  Los Requisitos de FSIS","Louisiana, Mississippi, Texas, Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",,Import Violation,Closed Recall,Class I
Ghiringhelli Brothers,"Ghiringhelli Specialty Foods, Inc. Recalls Poultry Products Due To Mislabeling and Undeclared Allergens","California, Colorado, Idaho, Louisiana, Nevada, Oklahoma, Oregon, Texas, Utah, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Ghiringhelli Brothers,"Ghiringhelli Specialty Foods, Inc. Retira Productos de Aves por Error de Rotulacin y Alrgenos No Declarados","California, Colorado, Idaho, Louisiana, Nevada, Oklahoma, Oregon, Texas, Utah, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"GHSE, LLC","GHSE, LLC Recalls Chicken Products Due To Misbranding And Undeclared Allergen","Alabama, Florida, Georgia, North Carolina, South Carolina, Tennessee, Virginia",,"Misbranding, Unreported Allergens",Closed Recall,Class II
"GHSE, LLC","GHSE, LLC Retira Productos De Pollo Por Error De Rotulacin Y Alrgenos No Declarados","Alabama, Florida, Georgia, North Carolina, South Carolina, Tennessee, Virginia",,"Misbranding, Unreported Allergens",Closed Recall,Class II
"Sandridge - PA, LLC","Winter Gardens Quality Foods, Inc. Recalls Lemongrass Basil Chicken Products Due To Possible Listeria Contamination","Maryland, Massachusetts, New Jersey, North Carolina, Pennsylvania, Virginia, Washington",,Product Contamination,Closed Recall,Class I
"Sandridge - PA, LLC","Winter Gardens Quality Foods, Inc. Retira Del Mercado Productos De Pollo Con Hierbas De Limn Y Albahaca Debido A Una Posible Contaminacin Con Listeria","Maryland, Massachusetts, New Jersey, North Carolina, Pennsylvania, Virginia, Washington",,Product Contamination,Closed Recall,Class I
"Kabobs Aquisition, LLC","Kabob&#039;s Acquisition, Inc. Recalls Not Ready-To-Eat Meat and Poultry Products Due to Possible E. Coli O121 Contamination",,,Product Contamination,Closed Recall,Class I
"Conagra Brands (Conagra Foods Packaged Foods, LLC)",ConAgra Foods Recalls Frozen Chicken and Beef Products Due to Possible Foreign Matter Contamination,"Arkansas, Illinois, Michigan, Minnesota, New York, Vermont, Wisconsin",,Product Contamination,Closed Recall,Class I
"Simmons Prepared Foods, Inc.","Simmons Prepared Foods, Inc. Recalls Chicken Products Due To Possible E. Coli O121 Contamination",,,Product Contamination,Closed Recall,Class I
Michael Angelo&#039;s Gourmet Foods Inc.,"Michael Angelo&#039;s Gourmet Foods, Inc. Recalls Shrimp Scampi Products Due To Misbranding and Undeclared Allergens",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Haring Catfish,"Haring Catfish, Inc. Recalls Siluriformes Fish Products Due To Possible Adulteration","Arkansas, California, Louisiana, Mississippi, Oklahoma, Texas",,Product Contamination,Closed Recall,Class II
,"U.S. Cado Holdings, Inc. Recalls Imported Siluriformes Fish Products Distributed Without Meeting FSIS Requirements","Puerto Rico, Louisiana, Mississippi, Texas, Connecticut, Georgia, Maryland, Pennsylvania, Tennessee",,Import Violation,Closed Recall,Class I
"Conagra Brands (Conagra Foods Packaged Foods, LLC)",ConAgra Foods Recalls Frozen Chicken and Beef Products Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Bar-S Foods Company,Bar-S Foods Company Recalls Chicken and Pork Hot Dog and Corn Dog Products Due to Possible Listeria Contamination,,,Product Contamination,Closed Recall,Class I
Bar-S Foods Company,Bar-S Foods Company Retira Del Mercado Productos De Salchichas &amp;ldquo;Hot Dog&amp;rdquo; Y Salchichas Empanizadas &amp;ldquo;Corn Dog&amp;rdquo; De Pollo Y Cerdo Debido A Una Posible Contaminacin Con Listeria,,,Product Contamination,Closed Recall,Class I
"House Of Smoke, Inc.",House of Smoke Recalls Products Due To Nitrite Levels in Excess of Regulatory Limit,,,Unfit for Human Consumption,Closed Recall,Class II
"House Of Smoke, Inc.",House of Smoke Retira Productos Debido a Niveles de Nitrito Que Sobrepasan el Limite Reglamentario,,,Unfit for Human Consumption,Closed Recall,Class II
,Kapowsin Meats Inc. Recalls Pork Products Due To Possible Salmonella Contamination,Washington,,Product Contamination,Closed Recall,Class I
,Kapowsin Meats Inc. Retira Productos De Cerdo Por Posible Contaminacin Con Salmonella,Washington,,Product Contamination,Closed Recall,Class I
"Good Food Concepts, LLC","Good Food Concepts, LLC D.B.A. Ranch Foods Direct Recalls Non-Intact Beef Products Due To Possible E. Coli O157:H7 Contamination",Colorado,2022-03-31,Product Contamination,Closed Recall,Class I
"Good Food Concepts, LLC","Good Food Concepts, LLC D.B.A. Ranch Foods Direct Retira Del Mercado Productos No Intactos De Carne De Res Debido A Una Posible Contaminacin Con E. Coli O157:H7",Colorado,,Product Contamination,Closed Recall,Class I
"Montshire Packing, LLC","PT Farm, LLC Recalls Beef Products Due To Possible E. Coli O157:H7 Contamination","Maine, Massachusetts, New Hampshire, Vermont",,Product Contamination,Closed Recall,Class I
"Montshire Packing, LLC","PT Farm, LLC Retira Del Mercado Productos De Carne De Res Debido A Una Posible Contaminacin Con E. Coli O157:H7","Maine, Massachusetts, New Hampshire, Vermont",,Product Contamination,Closed Recall,Class I
,The TDL Group Corp. Recalls Dried Chicken Soup Mix Products Distributed Without Benefit of Import Inspection,"Maine, New Jersey, New York, Pennsylvania",,Import Violation,Closed Recall,Class I
DAIRY MAID RAVIOLI MFG. CORP.,Casa Di Trevi Recalls Meat Pasta Products Produced Without Benefit Of Inspection And Due To Misbranding And Undeclared Allergens,,,"Misbranding, Produced Without Benefit of Inspection, Unreported Allergens",Closed Recall,Class I
DAIRY MAID RAVIOLI MFG. CORP.,Casa Di Trevi Retira Del Mercado Productos De Pasta Con Carne Producidos Sin El Beneficio De Una Inspeccion Federal Y Debido A Un Error De Rotulacin Y A Alrgenos No Declarados,,,"Misbranding, Produced Without Benefit of Inspection, Unreported Allergens",Closed Recall,Class I
,Santana&#039;s Black Label Gourmet Beef Jerky Recalls Beef Jerky Products Produced Without Benefit of Inspection,Arizona,,Produced Without Benefit of Inspection,Closed Recall,Class I
,Santana&amp;rsquo;s Black Label Gourmet Beef Jerky Retira Productos De Carne Seca Producidos Sin Beneficio De Inspeccin,Arizona,,Produced Without Benefit of Inspection,Closed Recall,Class I
Michael Angelo&#039;s Gourmet Foods Inc.,"Michael Angelo&#039;s Gourmet Foods, Inc. Recalls Shrimp Scampi and Meat Lasagna Products Due To Misbranding and Undeclared Allergens",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Michael Angelo&#039;s Gourmet Foods Inc.,"Michael Angelo&#039;s Gourmet Foods, Inc. Retira Productos De Camarn Scampi Por Error De Rotulacin Y Alrgenos No Declarados",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Grossglockner Inc.,Grossglockner Inc. Recalls Pork Products Due To Misbranding,"Maryland, New Jersey, Pennsylvania, Virginia",,Misbranding,Closed Recall,Class II
Al Shabrawy Inc.,Al Shabrawy Meat Incorporated Recalls Meat and Poultry Products Due To Misbranding and Undeclared Allergens,"California, Florida, Illinois, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Al Shabrawy Inc.,Al Shabrawy Meat Incorporated Retira Productos De Carne Y Aves Por Error De Rotulacin Y Alrgenos No Declarados,"California, Florida, Illinois, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Al Shabrawy Inc.,Al Shabrawy Incorporated Recalls Meat and Poultry Products Due To Misbranding and Undeclared Allergens,"California, Florida, Illinois, New Jersey, New York, Pennsylvania, California, Florida, Illinois, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Al Shabrawy Inc.,Al Shabrawy Meat Incorporated Retira Productos De Carne Y Aves Por Error De Rotulacin Y Alrgenos No Declarados,"California, Florida, Illinois, New Jersey, New York, Pennsylvania, California, Florida, Illinois, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"Sam Kane Beef Processors, LLC Recalls Ground Beef Products Due To Possible Foreign Material Contamination",Texas,,Product Contamination,Closed Recall,Class II
"Green Bay Dressed Beef, LLC",Green Bay Dressed Beef Recalls Beef Products Due To Possible Specified Risk Materials Contamination,California,,Product Contamination,Closed Recall,Class II
"Green Bay Dressed Beef, LLC",Green Bay Dressed Beef Retira Productos De Carne Por Posible Contaminacin Con Materiales Especficos De Riesgo,California,,Product Contamination,Closed Recall,Class II
,Panna CafÇ Express To Go Inc. Recalls Various Meat and Poultry Products Produced Without Benefit of Inspection,Florida,,Produced Without Benefit of Inspection,Closed Recall,Class I
,Panna Cafe Express To Go Inc. Retira Varios Productos De Carnes y Aves Sin El Beneficio de Una Inspeccin,Florida,,Produced Without Benefit of Inspection,Closed Recall,Class I
,Sentry Foods  Recalls Frozen Chicken EntrÇes Due To Possible Foreign Matter Contamination,"Indiana, Pennsylvania, Texas",,Product Contamination,Closed Recall,Class II
,Sentry Foods Retira Productos De Pollo Congelados Por Posible Contaminacin Con Material Extrao,"Indiana, Pennsylvania, Texas",,Product Contamination,Closed Recall,Class II
WFSP Foods LLC,"WFSP Foods, LLC Recalls Pork and Chicken Sausage Products Due To Misbranding and Undeclared Allergens",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
WFSP Foods LLC,"WFSP Foods, LLC Retira Del Mercado Productos De Salchicha De Cerdo Y Pollo Debido A Un Error De Rotulacin Y A Alrgenos No Declarados",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
